timestamp,sender,receiver,amount,device_id,location,tx_type,degree_s,degree_r,total_amount_s,total_amount_r,latest_tx_s,latest_tx_r,avgNbrDeg_s,avgNbrDeg_r,clustering_s,clustering_r,pagerank_s,pagerank_r,risk_s,risk_r,count,total,avg,velocity,unique_devices,last_tx,label
449,A659,A1351,54349.0,D254,Singapore,payment,3.0,6.0,163314.0,14600300.0,21854.0,30945.0,5.66667,5.83333,0.0,0.0,0.677976,1.29433,2.0,2.0,1.0,54349.0,54349.0,1.0,1.0,449.0,0
451,A1325,A475,53303.0,D264,Delhi,payment,6.0,14.0,378881.0,14400200.0,37938.0,37391.0,4.83333,3.5,0.0,0.0,0.669245,2.12961,2.0,4.0,1.0,53303.0,53303.0,1.0,1.0,451.0,0
452,A1482,A2042,82545.0,D227,Delhi,payment,3.0,3.0,166021.0,4132270.0,27412.0,32144.0,3.33333,7.66667,0.0,0.0,1.78513,1.03285,2.0,2.0,1.0,82545.0,82545.0,1.0,1.0,452.0,0
460,A981,A649,5213622.0,D283,Delhi,transfer,10.0,4.0,34449200.0,39452.0,33792.0,23574.0,3.6,3.75,0.0,0.0,0.520393,3.07172,4.0,4.0,1.0,5213620.0,5213620.0,1.0,1.0,460.0,1
461,A981,A2263,6845047.0,D48,Dubai,transfer,10.0,2.0,34449200.0,1050170.0,33792.0,37280.0,3.6,1.5,0.0,0.0,0.520393,0.416611,4.0,2.0,1.0,6845050.0,6845050.0,1.0,1.0,461.0,1
462,A981,A465,7741910.0,D61,Bangalore,transfer,10.0,0.0,34449200.0,0.0,33792.0,0.0,3.6,0.0,0.0,0.0,0.520393,0.403932,4.0,0.0,1.0,7741910.0,7741910.0,1.0,1.0,462.0,1
463,A981,A2042,4896724.0,D261,Singapore,transfer,10.0,3.0,34449200.0,4132270.0,33792.0,32144.0,3.6,7.66667,0.0,0.0,0.520393,1.03285,4.0,2.0,1.0,4896720.0,4896720.0,1.0,1.0,463.0,1
467,A1935,A999,60612.0,D283,Bangalore,transfer,4.0,9.0,5386240.0,20319000.0,27225.0,38435.0,5.25,2.66667,0.0,0.0,3.36726,1.60999,4.0,2.0,1.0,60612.0,60612.0,1.0,1.0,467.0,0
477,A560,A286,36926.0,D213,London,payment,4.0,1.0,9829250.0,91970.0,20555.0,12265.0,3.5,3.0,0.0,0.0,0.952062,0.917175,2.0,2.0,1.0,36926.0,36926.0,1.0,1.0,477.0,0
482,A2376,A2006,86217.0,D165,Ladakh,payment,6.0,0.0,518465.0,0.0,37039.0,0.0,5.5,0.0,0.0,0.0,0.596944,0.350439,2.0,0.0,1.0,86217.0,86217.0,1.0,1.0,482.0,0
491,A1362,A2261,72096.0,D194,Ladakh,withdrawal,4.0,7.0,287245.0,22378500.0,37356.0,35906.0,6.0,5.14286,0.0,0.0,0.886164,1.54211,2.0,4.0,1.0,72096.0,72096.0,1.0,1.0,491.0,0
498,A1683,A179,42038.0,D243,Pakistan,withdrawal,3.0,2.0,9453450.0,99992.0,31278.0,27227.0,3.66667,3.5,0.0,0.0,0.964962,2.24833,2.0,4.0,1.0,42038.0,42038.0,1.0,1.0,498.0,0
